clean_message,label
ye set bohat acha hay ais qeemat me 12 mp camera front 5mp qmobile bhi nahi de saka best mobile hay aj ais ki qeemat pochi thi 7650 ruppy,Positive
us time github ki pipeline corrupt hui pri thi,Negative
welay log,Negative
kisi or ka ho gya,Neutral
oh shukar ap jaise churail se bach jaon gi,Positive
kaisy hain aap,Neutral
ho gai ha,Neutral
had hai yar online,Negative
ji bahi muje samjh aagaya hai,Positive
allah allah,Positive
konsa startgy ta jo maza nahe yaa,Negative
jaan de de,Positive
bazigar 1993 dil to pagal hai 1997 kuch kuch hota hai 1998 mohabbatein 1998 devdas 2002 chak de india 2007 my name is khan 2010 ra one don 2 2011 jab tak hai jaan 2012 jab ke 2014 mein happy new year aur fan in ki mutawaqqa films hain,Positive
tum trailer na dekho baad k puri film dekho tou pata chela tha kh ko sub planted tha aur director noora nikla,Negative
wao both khoob,Positive
ye mery pas hona chahye,Positive
ab tu better feel kar raha hy to mein bhi so jata,Positive
bhot achi sharing,Positive
hahahajitny b hei sb tery hy,Positive
l love d,Positive
timeframe daily,Neutral
molana sahab allah wasta dfa khali hath nhi ana ksi nhi bs sirf molana pagrri laj rkna please,Negative
dagh to achy hoty hain,Positive
oop ka bad mn krty,Neutral
tujhy tension hy,Negative
aap ke walid ka naam majeed minhas tha jo thekeydar the,Neutral
1992 mein pal hires rotary international foundation ka felo banaya gaya 2000 mein insaniyat aman aur bhai charay ka international balzan prize mila aur 2005 mein almi meman tanzeem ki taraf say life time achievement ka azaz diya gaya,Positive
g bilkul ye sab insan k amamal ka nateeja he ye sab hamare amal ka nateja he,Positive
imrankhanpti kaptaaaaan muhabat ha aap sy,Positive
lanat teri zindagi pay,Negative
yup i understand,Neutral
ab unhi ky liy work krny lga,Neutral
with iftikhar kazmi th february din news via umtiti rakitic barca,Negative
ab baatain chupaye gi na bhn sy,Negative
singly linked list ky hain ye,Neutral
sab sunliya bia n,Neutral
dariya e kabul me selaab ka khatra,Negative
dsa or assembly,Neutral
bt dil ko achi lgi,Positive
agr me wsy bolinger band sy deekho tu mujy lgta hy agr aj ki sell candle buying me convert hui to ya shoot kr jaega,Positive
iphone me aur samsung me both farq hy iphone ka sirf naam hi kaif huh,Neutral
oye bakwas pakistan siasat daan itna ganda cruppet sub dakh rehay news mein pmln ppp he pti kay khuch loog saadiq ameen,Negative
bhai main ek shareef insan hon p,Positive
mohsin bhai 3280 waly zone sy buying kr sakty isko this message was edited,Neutral
kutty lanti kameeny dozkhi ko ebrat ka nishan bna do,Negative
zyda tu kuch ni bs kuch he hrha,Negative
coin h,Neutral
aroob apni lipstick tu sahi say laga lo lol,Negative
chanda kerro aor isko remote khareed ker do sub chamar media he mai kiun aor sub pmln ke supporters bhee,Negative
madam pakistani abhinandan k sath compare krain beshak tabahdeeli k bawajood pti k liyay soft corner kamran shahid khulay aam iss airaf k barhaypan saboot dia jaye tanqeed ppp pr huwi uss percent nhin pmln pr k bawajood,Negative
me shadid gham o ghusa aj betak m gin chuny logo shirkat ar sary k sary rehnuma apni siasat taboot m band karnyp nalan m jald darar parny wali h baye shaye waly jaldi apny daman samait lengy good strok,Negative
yani mein sirf kam chalane ke liye hun,Negative
na ksi ko message krna ha to,Neutral
g ap k sath dmagh ka intaha sy use krny k baad mjhy waqai ilaaj ki zarorat hai,Positive
aaj to waqyi pila d,Neutral
jhot bolny siffat pory nawaz family or pmln m ha shitan siffat ha,Negative
assalam o alaikum musalmano pakistanio utho aur purani sochon ko naya karo aur bas ab to uth paro vote for imran khan bat,Positive
urdu sd tujh tery ghar walun rabta kia tum mpa baat rahy hu,Negative
in dinon pakistan her muhaz per sazshon ka samna ker rha hy ye be pakistan k khalaf ek sazish hy asif aor amir awards k mustihiq thy iss liay jan boojh kr in ko jall mn phensaya gia hy ye english teams ki tang nazri ki ek misal hy ye pakistan ko her medan mn peechy dekhna chahty hn,Negative
is ko deekhny sy axha me move deekh lo pakisttani sary bs kya kahu ya sb copy krty hy maximum 98 log,Negative
besan arq e gulab aur honey mix kr k lap kren min bd do liya kren is k ilawa anar subho khali pait khaya kren,Neutral
2 gont pani ho to dub kar mar jayo,Negative
pdm walon ye dharna turkey dia rajab tayyab urdgan ky khilaf,Negative
to per bnb itna kamena nahe hia keh down na jaya 100 doller,Negative
subhanallah beshakki mohammed say wafa to hum teray hainya jahan chez hy kya loho kalam tery hain,Positive
nzr maryn uthyega humsy,Neutral
sir inhi logo preshani apko itna ha ap lo lac shoe pehan leta,Negative
iqrar bhai the great you are real hero,Positive
is doran kai hukumaton ko bante aur bigarte dekh chuke the,Negative
balke wo pakistan sports board mein weight lifting ke coach the,Neutral
mohibullah ke lea yeh final aur bhi ahem ho gaya tha keonke unki shikast ki soorat mein squash ka almi title pakistan sey chin sekta tha,Positive
or zara woh program bhi dekh lena jo peshawar or lahore mai conduct keay jatay hain takay pata chalay hukumat kisnay achi ki hai,Positive
nai 12 din,Neutral
umeed kis se lagayen,Neutral
same here dats y we are khabees auratssss,Negative
hahah meri koi czn ni meri jitni 3 saal baad ho ni skti q ka abhi university ma b ni gya,Positive
konsa insan mr jata lrki ky begair,Neutral
karoron mere andhe maqlad hain lekin hindustan ke tool o arz mein muslim leagues mein sirf aik raghib ahsan hain jo islam aur pakistan ke usool ki mohabbat mein mujh par bebaki ke sath tanqeed ki jurrat karte hain,Positive
sahafat dhanda ho gaya isi lyay zawal pazir hay,Negative
itne pyar se kahe g to koi pilaye ga b nhi,Negative
not a big issuemedia chawlen marta hae,Negative
mujhy bhi kr raha hy,Negative
dude kitna purana comment hai,Neutral
azadana aur munsifana intekhabat karwane pare awami numainde iqtedar ke ewanon mein pohanche aur pervez musharaf ka chiragh gul ho gaya,Positive
tmhari eyes to hyn na,Neutral
muliki tarikh mein unhon ne apne harefon par record bartari hasil ki,Positive
09 million dollars ki boli de kar kharidi aur is ka naam kolkata knight riders rakha,Positive
kon sy,Neutral
medam kiya ap model town yaad lahore hua maryum bibi waha saki or qoetta pohanch lasho per siyasat pmln karti or ap b karnay,Negative
2005 imran khan k liay zilat bhara saal raha specially karachi sy jo zilat in ko mili hy woh yaad rakhny wali hy,Positive
never ever pakistan will never let this happen pmln mein kisi apna personality or opinion nhi marium k agy hath bandy k or bari ghulam ye hr show mein marium k qasedy parti ye b nhi pata k inki party leader kn,Negative
net yaki kar raha,Neutral
buht acha design hy or sound b piyara hy,Positive
ho gai esit,Neutral
ab ye halat hai ke mout ka intezar hai,Negative
inshallaha pti hi jeete ga,Positive
presidinting officers he gayeb krdia ye kia kam h jeetney wali party kabhi b aisa nhy kregi q k usko malum h jeet rhai h kiu beach m aa apney vote kharab krey or jeet pmln rhai h isliye ye kam chor pti he h or or ziada nafrat bharao p chup hu result dekho,Negative
apne ghar story bta publically wa g wa publicity tariqaaa ha bc,Negative
apni brt ek dhaka aor do,Negative
yeh sub kuch to stage walay bahut achi tarah kr rahe thayaftab yeh sub kuch kr k un se different kase ho sakta harubbish programme,Positive
op broo,Positive
king ko hosala do non walo,Negative
tum log saal me sakay k dikhay pakistan me phli dafa saal b pury gay or dubara pm b banay rok saku ruk lo,Negative
docs result card file ma ho gi,Neutral
may allah keep ikrar sb in his special protection,Positive
pakistan may politic hai kahan yahan seat laynay kay bad goverment apnay mama chacha ko mulk ki dolaat un may batnay lag jatay hai to agar politic eudication may role play karay to bachi kuchi education ka bhi allah hafiz ho jaay ga,Negative
zahiri baat hai khabees aurat jo hoi,Positive
video yaar 9 o clock dal dia kro,Neutral
iphone 6 plus may cyclone processor hai ab tak kisi brand nay itna powerful processor nahi nikala ye processor ap k note 4 ka back hai,Negative
wo kam kya ha,Neutral
ap ki khidmat ke aeteraf mein hukoomatepakistan ki taraf se ap ko hilaleimtiaz aur husnekarkardgi ke sadarti award diya gaya,Positive
one sided lgta sometimes,Negative
pehly mein ka likh raha tha phir mein ne kaha husband ka bad mein ata,Neutral
yar ye to tab wo soche jab use tere status show na hon,Neutral
thanks bhai mera net 3 din sy bnd tha ab chl gaya hai mein usi sy reply kr rha hn lakin iss ki speed pehly sy kam hai,Positive
ghalib ne darasal urdu ko zinda rakha hai,Positive
the funniest vlog of my life,Positive
me bachpan smj india walon gand bi mar jaye ilzam isi lgta ha crore awam ha unkki rona dhona pmln bi shuru diya ha,Negative
pallz tell me police test result kab ana ha,Neutral
zenda bad iqrar ul hassan,Positive
g sir,Neutral
haaa g maryam dadu charger astefa day tm sab log mai likh deta pori challenge ky agar bap olad lazmi astefa dena pr tmlog bygrt kbhi astefa nhi dogy end mai asteffa milyga qatri king deya,Negative
waghaira kaafi tarrefain aur hamare khoob choray hojanay k baad wo tashreef lejane lageen,Positive
hi ap ka pic bat bat acha hui,Positive
india mazamat karne himmat karein,Negative
aap kay khiyal mae saray parliamentarian mulk say wafadar darja bout saray logoun aisa he kia jui anp pmln akhtar mengal ppp mqm pti kay sary members hub ul watan sawal hona chaiye kay govt or sarkar kyoun action nahi lah in logoun per,Negative
wah mere bhen wah,Positive
ji btaye,Neutral
allah iqrarulhassan ko or in ki team ko apni hifazat m rakhay ameen,Positive
kia karta pasha india k samne poti niklne dar pakistan mn he bahduri dikhai,Negative
itna pyara phone hai yeh main iski performance se bohat mutameen hoon dikhne mein itna acha hai aur fast b hai camera iska bohat hi ziada acha hai hang bilkul nahi hota na heat up horaha hai ab tak k istemal mein umeed karta hon agay b aise hi chalega,Positive
mns mss nawaz khaqan abbasi khawaja asif khawaja saad rafiq his brother rana sanaullah hanif abbasi all pmln leaders jail in nab case break party but esstt have not succeed it great victory of pmln,Negative
i proud of you iqrar ul hassan,Positive
phir mazay,Positive
han g bilkul sai keh rai hain aap maan jye ga or story waqai bakwaas ho jye gi,Negative
mein ne sare message dekhe but kisi ka bhi reply nahi kiya,Neutral
bus ok ha yeh yar sahe ni ha,Negative
pti walay b ghalat krte bhai kb kaha k pmln kre theek pti kre ghalat bs bta den kb kese,Negative
bhosri k tujhe pti k ticket nazar aa rahey hen abhi tak kisi b ppp pmln k bandey b bataya k ticket dya r q dya r kitney pese waley hen gillani kisi faqerr bacha jis pdm k support,Negative
apne bilkul b rules follow nai kia gurantee ha q k apka daily dd hit hwa ha na k max dd,Negative
yaqenan kuch afrad ese hote hain ke allah buzurg o bartar jinhen kuch khas kaamon ke leye muntakhib karta hai,Positive
bhot bashrm ha lanth pak falg ko foot ka nach,Negative
aik dam sa pmln or ppp pr aga,Negative
mujy laga sell ayega hi nhi,Neutral
thanks for 40 subscribers,Positive
brave he ha bc aisay team k sath lar rha ha sab se hats off,Neutral
darling ki jaan ko pta,Positive
dua ki darkhuast hai,Positive
is idare ke tehat banne wali filmon ki aamdani bhi falahi sargarmiyon mein istemal ki jati hai,Positive
qiyam e pakistan ke mauqey par hussain shaheed suhrawardygher munqasim bengal ki azaad riyasat ke hamii the,Positive
directly forex mai invest,Neutral
ghalat hai coz ghussa barnay ki 2 hi wajuhaat hain ya to biwi ki agay sy zuban dar4azi ya phir husb hi extra bilawaja ghusay main rehnay wala,Negative
sl break even py tha,Neutral
kon wo,Neutral
aoa yeh 20 paisa tax sms ka jahan tak jin friends kay liyay ghalat hay tu bohotoon kay liayay sahi hay jasay mare liayay mujay sms karnay walay boohot buray laghtay hain khass kar jin network nay sms ki barmar aur sms bandle free 24 hours kay kiyay hain main un say khafa tha abb kuch maza aya hay chalo fazool ki batain aur shararti funny sms say jan tu chootay ghi,Negative
ibrahim ko usi time chor dy gi,Neutral
yar behral mujhy ab idea hone wala hy ke group tut raha hy,Negative
tum kaun dadu charger,Negative
mein khe rahi thi tu to saje gi bhi nahin,Negative
ppp party zardari tabah kia or pmln maryam central punjab b hath jaye dekh lena,Negative
iqbal ki chutti nhi hone chahay it is like tumaray name kay sath tumaray baap ka nam hona chahia ya nahi,Negative
pata nahi kese be aqal log hain jo isko follow kartay hain,Negative
bohat bari munafiq awam abb dokke nahi again gae jin k dimagh growth hoi,Negative
iss video scandal say awam pata chall pti party k ur qabliyat,Negative
oho wow,Neutral
haha okie dikhana phir,Neutral
hona ye chahye k foran pmln chor tawaja srf tweet delet krany log hn he,Negative
bnb chain wali list me add kia hwa ha isko me,Positive
tm dino hr bnda chuti krwa dati tm khas bat,Negative
allah ko pata hia kia majbore hoskti hia kese pr haso mat,Neutral
iqrar ul hassan bhi ples rbta me,Neutral
pmln ppp samj nahi police awam itni zaida phir bi aisa koin,Negative
wo 2023 wala shanii or tha ye 2024 wala ha ab ye apna badla lega market se jo 2023 me kia market mery sath,Neutral
hahahah ni ni wo ni bat,Negative
25 din mai paisa double,Positive
allah hamsabko hsan kry,Positive
sabqa or moujoda hakomat hum pakistan ko halete jang main laya gaya hay hum appni jang nahi america ke jang lar rahay hain hamari hakomat ko is baat kee samaj nahi aa rahi or woo jantay howay bhe jhoot peh jhoot bool rahay hain,Negative
bakwas kahani fuzool drama mein tou aashi ke jhoot per jhoot sun sun ker tang aa chukka hoon bewaqoof orat aashi apni maan ko tou sach bata deti kam az kam bara achha sabaq diya jaa raha hai kay sub se jhoot bolo aur musalsal jhoot bolo 3rd class concept,Negative
abhi monitoring coins dekho,Neutral
hisab hoga inko jawab dena pary niyazi bajwa group hisab lia ham chor dy,Negative
and that part meri mehboobaaameri mehbooba,Positive
1971 ki pak bharat jang ke bad jab pakistan commander aur bharti commander ki mulaqat hoi to bharti commander ne kaha kemain ne bohat se jangein lari hain magar jis bejigri bahaduri shujaat aur jazbe se us jawan ko larte dekha kisi ko nahi dekha,Positive
ducky bhai khud gian ho aur biwi lizard,Negative
as video k last min khud deakh lie ranges police k sath kiya b ppp pmln liy dg ranges poch lie,Negative
agr to tum is ko sahi samajhtey ho phr ye wrong hai,Negative
emature fashest or ahil hkomt inshallah bhut jldi dafa jaenge go niazi go,Negative
wooo so amzing ply old mameries on hogi so fbls,Neutral
in ek iradon ki pukhtagi ka andaza is baat se lagaya ja sakta hai ke 30 baras ki umer mein he in ki diabetes ki tashkhees ho gait hi,Positive
look bagairti intehaa daikhkhoo ess choorni karachi air port shaandar istaqbaal haaaaahaaaahaaaa,Negative
ridau g aap ka bahoot sukria k ap nay madad ki,Positive
yaar admi kyun itninahmiat daa hoo,Negative
pakistan ki team ki coaching to wo saal hasaal karte rahe lekin 2 seasons mein intikhab alam ne bharati punjab team ki coaching ki,Positive
mn lgata tera kam,Negative
js qaom ka aghaz hi iqra se huwa tha,Positive
suna dy na,Neutral
okkkk thnx egg fry ho gya to aap ko bhi offer maroon ga smile animated,Positive
aik gallon ice cream ki kami thee bus aaj,Neutral
yeh phone heat up ho raha hy charg k doran aur phirr of hu jata hy phirr on karta hon toh thek chalta hy,Negative
koi nayi tazi,Neutral
bhai in gandi video pr islami comment nhi krte guna ha jis mein ghairat ha is video ko report krdo islami comment delete kro,Negative
acha ha nai to jab market tukka lagati ha kamal ka lagati ha,Negative
pata b he beta jawan kese hota he,Negative
or mjhy lgta pmln phelai hui,Negative
allah ne diya na tera sath,Positive
hr koi hota,Neutral
ap tw jesi bari naik parveen hein,Positive
haha ye line maze ki heor ek ye k its am and m still single haha lolpehla bnda hw jo kehta rate or die,Neutral
jiyaa duniya mai ayi hi uss din thi jis ka name happy happy day hai ok wo nai ghusa kerti yrr,Positive
jinhon ne meri ibtedai khamiyon ko khatam karne aur mujhe bahesiyat athlete sahi track par lane mein aham kirdar ada kiya,Positive
jal g mein aapse yahi kahna pasand karoga ke aap apne kuch posts baraie,Positive
jalsa pmln ha in bicharo awi shamat,Neutral
im again starting mastering my own old method,Positive
biknay walay aur b hain jaa kar khareed lo ghalib hum log qeemat sy nahi qismat sy mila krtay hain agar chahun to ek nighaa main khareed lu uskofarazjis ko bohat hai naaz kay bikta nahi hun main kis ki hai majaal kay humko khareed sakay iqbalhum to khud hi bik gayee khareedar dekh kr,Negative
wah wah kia kehny,Positive
saturday ko yeah scene on hai,Neutral
bs kardo,Negative
walk krny ai this message was edited,Neutral
hahhaha majid ko tag kr,Neutral
sapoliyee aaj bhe zinda hey aur duss rahe hey logon ko aj bisma ko dass liya kal pata nahee kis ki bari hey,Negative
lahore ma,Neutral
bilkul wapis ni ana chahye ye ghatia log feel less janwar hn ye asy ghatia logun slected government me mian sab ana risk kindly api mian sab aen or ap b apni security zyada krean zindgi allah k hath m ha mgr cear krean bht,Negative
tb pta ni tha,Neutral
mery coin recover horhy,Positive
hafsa aap bhej dijiye ga bna k achi hony chahya d love giggle,Positive
sbko story ni sunani apni mn ny,Negative
sapney mein sine se lagaya pyaar kia jee behlaya,Positive
esy to ni krna chiy usy,Negative
garib dost bechra,Negative
munafiq tum,Negative
yes to to bahoot pahlay sy lagoo hai,Neutral
vector ke elements pr depend karti us ki dimensions,Neutral
isy again kah koe sharam hoti hai,Negative
yar log kahta ha samsung galaxy mobile hang hota h,Negative
allah na kry agr mera hua phela hoga,Positive
samsung s5 ka processor 2 5quadcore hai jo iphone ka baap hai samsung s5 ka camera 16mp hai aur iphone ka 8mp samsung s5 is water dustproof bt iphone not beside it samsung s5 has 1year free accidental damage coverage iphone sirf naam hai aur kuch nai,Neutral
geo nawaz voot izat do,Negative
mukhtalif jamato ki janib se rangers k haq me muzahire,Positive
sm khilae gi kal bday treat,Neutral
mujhe sir afsos ap sab politicians soch per he allah qasm ap any wali nasel debony waly log hen kia pti kiya pmln kiya pppp xyz khuda khoof ker len werna anjam e feroon bhuliya mat,Negative
qudsiya kahin pregnant to nahin hogaye wesay to qudsiya aur aaliyan abhi tak door door hi thay,Negative
tu meri assignment submit kara di,Neutral
our historical data shows that channel down breakouts have 73 success rate and falling wedge breakouts have 64 success rate,Positive
jata hu youtube per,Neutral
logu ku pta chl geya k kon chor awr kon no need of bark here pmln ku logu ni bari aksryat si reject keya sahib ni kaha ta mai en choro ku rulanunga awr shukar aj opposition ru rahee hahahha,Negative
pmln zinda baad ham sab ek nara nawaz hamara shahbaz hamara,Positive
ya allah pak,Positive
iqrar we can pay you to train a team of hhogh skilled professionals to do what you do please,Positive
police per lanat qasem say en ke ma ko pouch lo in ka bab koi or ho ga harame ke ulad ha aysy police walay lanat,Negative
un ko open kr k close kr dety ha,Neutral
mujhy kehta tere sath koi masla nahi tha tu kun peeche hua,Neutral
jin par mard aur khawateen k polling both qaim kiye gaye hain,Neutral
mujhy nh ly kr chlty akely akely,Negative
inho ne kaha ke hamare mulk mien private productions ke banner taley bohat se ache drama banae ja rahe hain,Positive
magar mujhay photoshop nahin aata,Negative
divergence b hoti ha is me,Neutral
haha mujy ni idea,Positive
allah ap ka saya hamary saron par salamat rakhy ameen,Positive
anwãr rasheed yeh yeh kr k dikhao,Neutral
charging pr lgana tha,Neutral
dalli k bachy ye harami noon leg walay jab pdm ajj ye peen yuwanay pti k workers mein pir on mein jaa k onhe dhaaky maary q k kahny ring mein bhaang daalny,Negative
main ap k dialouges ko ghr main bolti rehti hun ducky and aroob best couple,Positive
ek gut feeling hoti na,Neutral
person mein,Positive
aj kl k farigh logon ki behtren activity,Neutral
baki laptop ki jagha agr pc banwaty ho to isi price me 2x speed mil skti ha apko because pc sasta banta ha or laptop mahanga or laptop ka bs ak hi faida ha wo banda jaha marzi le jay but laptop kabi b pc ka muqabla nai kr skta,Positive
seniors gold kya seen he tomorrow,Neutral
yar chat gpt ne error nikala hy,Negative
mamu bhi hazir hai,Positive
bhai jan apna hisab gar jain nhi jail kia educate ker rahy society ap journalist kam pmln kay spokesperson ziada kindly journalism libas utar medan ayain journalism ganda karain,Negative
chodri nisar ka moqaf thik ha,Negative
dislike krny waly b is sho ki trah k hain,Negative
sony ki market value bht jaldi down hojati hai,Negative
maza agaya next vlog aroob api ne khob pitai ki,Positive
good idea,Positive
punjab mein b pmln ke strenth k hisab seat banti hen ek extra bandy nominate karna chahiay ta k bad men kaghzat issue alternate mojod,Negative
wahhhhhhhhhhhhhhhhhhhhhhhhhhhh yeh hai punjab k shehzady ibrar ka raping song sada style e different ay athay rekh athay rekh,Neutral
mir sb aj aps walon ko yad kar lin,Negative
phir haar jay aap log horse trade ilzam ik lgao aapki sab chalain pehly pata hn,Negative
wese b mry pas already boyfrnd h,Positive
javeed naseem ko party si nikala election commission main reference b bejha likn pr parlimany sectary bna dya hi jhotttti,Negative
mujay bheii,Neutral
matlb israel k sath rawabit qaem molana farq nh prta or ajmal qadri jui ha ye donu shamil jui pmln,Negative
i hope i gave all the answers of your questions,Positive
behtreen set ha qeemat ke lehaz se touch speed wifi 3g behtr ha,Positive
sehafi maryam nawaz sawal pochte huwe gir para see maryam reaction,Negative
yah kam islam mein hai,Negative
bhot achhi voice h mashallaaah,Positive
kya mera cosept theek hy support and resistance me,Neutral
haha wo to common ab,Positive
ab toh guitar bhi hai,Neutral
discord pr recorded sessions mn,Neutral
136 allah pak jald seht,Positive
aghr pmln ke har munafkt pr rs jurmana qarz utar pasy bach jaty,Negative
company chalai gee doobara zubair bhai show mei lain wrna loug zubair k saath saath apki lain class class lain gaye lol army chief dg ispr coas pmln dg isi maryam safdar,Negative
bhai mafi de,Positive
yar ye whales kiya trade karne k bad apna wallet change kar dety hain,Neutral
mention kr de oss ko,Neutral
hr jga esa kr rhy,Negative
main ne in se kaha tha ke in ka celebrity status mujhe khaiyf kar raha hai,Neutral
ya to boht alla ha lakin is ka bad zara yad kar or abi khuda or muhabbat or muhabbat tum sa nafrat ha,Negative
kiya hai hum ne sabar humen ayoob mila se mutasir ho kar apne pas bolaya magar un ki ana ne gawara na kiya ke koi bheek dene ke liye bolaye aur main chala jayon,Negative
lecture le raha,Neutral
achaa tou ye drama hy,Positive
hahahah aj kal ye mazay cheez baat karo ppp jawab pmln janib ata or pmln karo jawab ppp ata zardari bhai bhai,Negative
chaiman senate b pmln walo bongian dekh dekh maza bht aa ha,Neutral
pesa to donun tarf se chala n league ne mujra saja k to tareen ne voter khareed k,Negative
ye apki mistake ni ha apne apna profit book kr lia bs ab coin uper jay nichy jay hmko matlb ni hmara kamtya profit wo mil gya,Positive
sai ho gy,Positive
hadees ki ehmiyat or zaroorat,Neutral
gulshan e maymar ahsanabad me firing se 1 shaks janbahaq,Negative
takleef hui is bat ki even ke person bhi double side hua pra,Negative
twitter wazeer e azam tum logon kam dhendha nhn pay tum say leti nokrani tum pmln kia tumasha,Negative
maryam nawaz reach,Negative
masha allah guftagoo ap kud farq rakhty walla tweet dobara kid lay kiya likha ap nay pmln k ehbab or pppp k loog pti wallay dost ap aik awami sahfi or generally speaker sub pakistani bhaiyu aik zuban say pukaray,Neutral
eman or amal wali zindge k liye dua frmayen,Positive
chlyn thk hy phir gussa kryn gy time ly liya apka itna this message was edited,Negative
rt mn jgny k mzy dkh,Neutral
ye hamra mardemujahid he,Neutral
kon thi,Neutral
ap ly lena paisy,Neutral
dua krn k allah mjy bht jld aulad ke nemat sy nawaz dyameen,Positive
pdm k pass tuge pata jai,Negative
pmln hr chz copy krty ha jsy k moun py hath pherna ur kutta force in the shakal of sher islye k sher kuty tabeer di skty k apni gali mn kuta b sher hta lkn tiger tabeer falcon shaheen dy jaty ha,Negative
haaha yeh bhi sai hai,Positive
war dobara start ho gai ha,Negative
ramsha beta exams mae kuch bhi nai aya,Negative
nadeem ppp khalid khurshed pti shams ul haq loan pti dilpazer vs noshad pti atiq ullah pti hadier pti gulbar pti naji local party nazer advocate pti ghulam muhammad pmln ibrahim sanaipti,Negative
asher azeem gill patwari nkla sala mjhy reply wja block kia hua,Negative
aap ne ayoub khan ke mashal law ke khilaf bhi sada e haq buland ki,Positive
sach main esa he hota ha,Neutral
to noora butt bhi bachpann saay double shiftain lagata thaa aur qatrion kaa tilore thaa,Negative
phir zara bach kay,Neutral
pinky ka bi khyal rakko marra e bechari marne baiti hay,Negative
herat is baat ki hai k mqm terrorist altaf person jo mulk ghadaar sabit ho chuka hai us k oper ya uski party k oper aik bhi video nahi bnai iqrar bhai ne aisa q,Neutral
ye kaisay insan hay court nay manaa kiya hay magar pir bhi senate may mudakhilat kar raha hy,Negative
hn sahi msg a gya us ka,Positive
haan but ab tardiing and mobile maybe be band,Neutral
woh kar daiti tou dr ne kehna tha yeh kis capacity mein statement day rahi hai aur tweet kr rahi hai,Negative
ansa tariq,Neutral
jo log sona chaandi jama kar k allah ki raah me kharach nahi kartay un k liye dard naak azaab hai,Negative
abhi just r w a x ye parha hy,Neutral
aunty k liye dua kro aunty hill gae,Negative
or tum kahni or bate ker or hala diya,Negative
in ijazat ni honi cheya press conference in per bilkul ban laga dana cheya inhon apny door keya ni bs pti k pachy pary hoye hin,Negative
majbori kiyun k pmln start kiya hua project takhati lagani banti waisy asman thoka wapis ana sarkaien pul air underpasses banany qaumien nahi banti sirf iftath banti heiin,Negative
pti walay certify bagairat saray chore dakoo hakoomat khud fire kerkay ilzaam pmln k shaire rana ullah per lagaga ker bahana bana ker arrest kerkay apni bagairti dikha lakh lanat jhoota munafiq tareen niazi daboo daboo usmaan badkaar lnt,Negative
to karin gay,Neutral
lanti corrupt merium tum b lanti corrupt lifafa y last years ppp pmln shurm hya tum roz kitny boot palyisha kro doob mroo h mir rozna kitni gallina khou,Negative
in mo mentioned krin zra,Neutral
lagta h uh ka shanakhti card nhi bana abhi tak jbhi,Neutral
hyee yh bndi banda amma jw bhi hai best hai,Positive
is doctor ki gand marnii chaieyy behn chood mader chood kutay kiiii,Negative
is price may itna set milna mushkil hai buhat ala set hai star 2,Negative
mir ye tb bat media azaad or pmln ksi qism k ghaddari k certificate banty,Negative
khwaaroon k badsha ne aaj break main ghar ka rukh kya,Neutral
uncle aunty ko mere traf se thank u karo,Neutral
nd ur thisss sonnnggggg is one ov my bessstttt mn andhairoo sy giraa hun tu dikha dy,Positive
apki policies ke waja saiy ghareeb upar hei allah kay pas apka aik wada poora hooya,Positive
ijaz butt ko ab jota parne wala hai jota phary ga tu he samj hi gi,Negative
jali degree is lya li jati ha ka ye aik requirement ha election commission ki warna asal imtan to leadership ka hona chahya kyonka acha leader hi mulk ko tariqi ka rasty per la ja sakta ha,Positive
aapni betee se halala haha,Negative
adalat nay yousaf raza geelani ko kam az kam 3 month ki saza daini chahiyay thi meray khayl k mutabiq judgues nay faisla under presure hu kar diya hai jis say koi bhi ittifaq nai karta aitzaz ahsan ko tu bohat zyada paisay milay hain ya in ka bohat bara chaila hai main tu bass ye kahun gaa k bass thora sabar q k jabar k din bohat kam hain,Negative
jurm ye nhn bus banda tabedar nhn bndy accountability nchaye nabdy adarun hadur mai rehny kaha bus ye gunna,Negative
kya media ko nazr nahi ata yhe jo chote bare bahta khor hai mqm anp wale jo rickshow walo se roz ka bahta late hai 100 150 ruz ka chingchi aur cng walo se aur jis din cng band hoti hai cng wale pasie le kar bari buso ke date hai aur kya media nahi dektha,Negative
bhi mn prh rha sry msg,Neutral
bhai jii agar may gharaz karooto ye bachay srf afghaniyoo k nahy tayhamaray b bchay tayap ghalat mtlb lay rahain hayap ye q nahy sochtay k hum saray muslmaan hay,Negative
aap meri khoobsurati se jealous horahi hain kyun k mein to husn ki devi hoon hahahaha,Negative
aj ki episode superb thi itna enjoy kiya dil hi nhi ker raha tha ky drama khtm hofinally jiya ko arsal ki feeling ka ahsaas to huaa,Positive
aj na pta kia hua mn hesitate hui ak scene sy,Negative
usy khna phir ap bhi bch kr rhna,Neutral
achaaa me samjhi pata nhi kia loser loser kia hua,Neutral
jazakallah ever first time hua k laga k on line b koi cheez no1 a sakti he warna to koi na koi cheating to lazmi hoti he apki mazeed kya products hain read more,Positive
me aksar sochta hun in bechaaro ke paas zameer naami cheez thori si bhi he agar he to malaamat to karti hogi very sad situation some defending a chor like nawaz,Negative
itnaa soch kuu rhy,Neutral
mohammad hafeez main ne board se esi oi baat nahi kit hi,Neutral
ab foag kahamayti kahaha,Negative
me apna vote zaya kr chuky hon udasi,Neutral
mr and mrs abdulrazzaq ka b humour match avain nahi hondy,Negative
